   -0.138959000179707803E+00   -0.988759395221683046E-01    0.702118559790376603E+05    0.505623281002044678E+01   -0.675791337972273712E+11   -0.391195633965034517E+01    1
   -0.120020629884517144E+00   -0.244848222523638831E+00    0.210798578847087920E+05    0.590746581554412842E+01   -0.707076003314887142E+10   -0.393195633965034208E+01    1
   -0.577649528870475604E+00    0.226348314580766680E-01    0.194438009324991217E+05    0.546613752841949463E+01   -0.557980572104367733E+10   -0.395195633965034165E+01    1
    0.128214402215122564E+00   -0.295981932344771992E+00    0.592704432778026603E+04    0.896092832088470459E+01   -0.754676608658034205E+09   -0.397195633965034300E+01    1
    0.115106948271593262E+00   -0.301279664310033224E+00    0.377826316171204917E+04    0.894932687282562256E+01   -0.302721800889842212E+09   -0.399195633965034391E+01    1
   -0.179965163788702864E+00   -0.230729505524228329E+00    0.349564630785468489E+04    0.326150596141815186E+01   -0.118164687491823971E+09   -0.401195633965034215E+01    1
    0.313720696158643550E-01   -0.139874722477110330E+00    0.118210105494563595E+04    0.720790743827819824E+01   -0.236815776662173308E+08   -0.403195633965034173E+01    1
    0.743396377984736678E+00    0.122531438246614471E+00    0.113142979231261825E+04    0.879423022270202637E+00   -0.103514043819584139E+08   -0.405195633965034396E+01    1
   -0.733016804953224160E-01    0.594614146715584102E-01    0.395577432462020454E+03    0.843498289585113525E+01   -0.234596335078515485E+07   -0.407195633965034443E+01    1
    0.599204560275921616E+00    0.831926854125756080E-02    0.383657844310357063E+03    0.898721218109130859E+01   -0.228145915803686483E+07   -0.409195633965034400E+01    1
    0.478918760112894137E+00    0.108112955912317718E+00    0.270487837195198551E+03    0.282332420349121094E+01   -0.361096531137398386E+06   -0.411195633965034357E+01    1
   -0.175157157325200846E+00    0.917502412346700158E-01    0.117983677285316912E+04    0.196129083633422852E-01   -0.134834720145650208E+06   -0.413195633965034226E+01    1
    0.118970747447893405E+00   -0.311484601191678312E+00    0.213282505105488441E-05    0.634473562240600586E+00   -0.134834719242767780E+06   -0.415195633965034450E+01    1
    0.338263626432241227E+00    0.186164931361091246E+00    0.128378381933034429E-05    0.430789589881896973E+01   -0.134834716936269891E+06   -0.417195633965034762E+01    1
    0.308980966614700148E+00   -0.375405688364055037E-01    0.193589051145413328E-05    0.272582411766052246E+01   -0.134834716767747130E+06   -0.419195633965034720E+01    1
   -0.286319449126360093E+00    0.165696732385799239E+00    0.107196021246548220E-04    0.108265757560729980E+01   -0.134834712434841436E+06   -0.421195633965034677E+01    1
   -0.133088152640130769E+00   -0.135481622471225777E+00    0.433387642192398000E-05    0.613126635551452637E+01   -0.134834707561173127E+06   -0.423195633965034279E+01    1
   -0.183060834369890013E-01   -0.223931173204969414E+00    0.773208154061425686E-05    0.312236130237579346E+01   -0.134834704955329391E+06   -0.425195633965034059E+01    1
   -0.147610950914609740E+00    0.440069359931005877E+00    0.140330921650635764E-04    0.178410291671752930E+01   -0.134834703690052498E+06   -0.427195633965034727E+01    1
   -0.263035629064957366E+00   -0.533357667968387961E-01    0.100371096765678009E-04    0.260131955146789551E+01   -0.134834703352743236E+06   -0.429195633965034329E+01    1
    0.282486255475047354E+00    0.389738205791045345E+00    0.692948159472300047E-05    0.415539026260375977E+01   -0.134834703225127625E+06   -0.431195633965034109E+01    1
   -0.337263650852401620E+00    0.315971919112907479E-01    0.100548391135069812E-04    0.852318763732910156E+01   -0.134834691172820370E+06   -0.433195633965034244E+01    1
    0.206009610440883395E+00   -0.980884720197309212E+00    0.434025083828333034E-04    0.157946527004241943E+01   -0.134834675007370854E+06   -0.435195633965034201E+01    1
    0.203780587034009947E+00   -0.339467441022208882E+00    0.261850452653589126E-04    0.749697387218475342E+01   -0.134834643217932433E+06   -0.437195633965034336E+01    1
   -0.447449168428571242E+00    0.409167465820404086E+00    0.351043922990727135E-03    0.616567134857177734E+00   -0.134834576107350003E+06   -0.439195633965034649E+01    1
   -0.281397214522197681E-01    0.310920154435632867E+00    0.226851294801323436E-03    0.249634683132171631E+01   -0.134834354643118859E+06   -0.441195633965034784E+01    1
   -0.156485035249310955E+00    0.340869655279487510E-01    0.223718920908212102E-03    0.327995717525482178E+01   -0.134834262135845376E+06   -0.443195633965034474E+01    1
   -0.112287495809101232E+00    0.394147271994378656E+00    0.215475218042921141E-03    0.909065127372741699E+01   -0.134834109943794785E+06   -0.445195633965034343E+01    1
    0.258992120255957359E+00   -0.279074392083891287E+00    0.124790205127654134E-02    0.741215944290161133E+00   -0.134834103700582695E+06   -0.447195633965034745E+01    1
    0.174114109143648388E+00    0.320538353382397112E+00    0.136036941566105391E-02    0.108495056629180908E+01   -0.134833739406779059E+06   -0.449195633965034435E+01    1
    0.179252021149977403E+00    0.429613230996413631E+00    0.118307715214105826E-02    0.229394257068634033E+01   -0.134832958210097509E+06   -0.451195633965034482E+01    1
    0.125415525195944011E+00   -0.143332199563963258E+00    0.726157084253208529E-03    0.609737515449523926E+01   -0.134832613882936043E+06   -0.453195633965034705E+01    1
   -0.123255497400053732E+00   -0.462693935864204542E+00    0.970579206796577426E-03    0.580918252468109131E+01   -0.134831940181185666E+06   -0.455195633965034396E+01    1
    0.967669223646158566E-01   -0.968881322509371340E-01    0.610718208944495324E-02    0.143077969551086426E+00   -0.134831844882070785E+06   -0.457195633965034354E+01    1
    0.113957755959662552E+00   -0.206289897539204438E-01    0.168472816604297963E-02    0.279004931449890137E+01   -0.134831717961206508E+06   -0.459195633965034666E+01    1
   -0.143641459436118446E+00    0.225102710427940679E-02    0.120600110001972227E-02    0.861956119537353516E+01   -0.134831252928456815E+06   -0.461195633965034801E+01    1
